row_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
500094,60,blue-collar,married,unknown,no,54,yes,no,unknown,5,may,221,1,-1,0,unknown,no
500095,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no
500096,36,management,married,tertiary,no,101,yes,yes,unknown,5,may,426,1,-1,0,unknown,no
500097,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,unknown,no
500098,60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown,no
500099,39,technician,married,secondary,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown,no
500100,46,management,married,tertiary,no,229,yes,no,unknown,5,may,197,1,-1,0,unknown,no
500101,44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
500102,53,blue-collar,married,primary,no,90,no,no,unknown,5,may,124,1,-1,0,unknown,no
500103,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no
500104,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
500105,27,technician,single,tertiary,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown,no
500106,44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no
500107,47,technician,married,tertiary,no,151,yes,no,unknown,5,may,190,1,-1,0,unknown,no
500108,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no
500109,59,retired,single,secondary,no,30,yes,no,unknown,5,may,514,1,-1,0,unknown,no
500110,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown,no
500111,29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown,no
500112,46,technician,divorced,secondary,no,79,no,no,unknown,5,may,144,1,-1,0,unknown,no
500113,56,self-employed,married,primary,no,-34,yes,yes,unknown,5,may,212,2,-1,0,unknown,no
500114,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no
500115,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,no
500116,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no
500117,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,-1,0,unknown,no
500118,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
500119,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,-1,0,unknown,no
500120,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown,no
500121,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown,no
500122,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown,no
500123,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown,no
500124,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
500125,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no
500126,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown,no
500127,29,admin.,single,secondary,no,818,yes,yes,unknown,5,may,61,1,-1,0,unknown,no
500128,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown,no
500129,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
500130,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes
500131,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,no
500132,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no
500133,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown,no
500134,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no
500135,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,no
500136,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown,no
500137,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown,no
500138,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0,unknown,no
500139,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no
500140,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,-1,0,unknown,no
500141,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown,no
500142,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no
500143,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,no
500144,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no
500145,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no
500146,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no
500147,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no
500148,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,-1,0,unknown,no
500149,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown,no
500150,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,-1,0,unknown,no
500151,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no
500152,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no
500153,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,no
500154,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no
500155,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no
500156,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown,no
500157,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no
500158,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0,unknown,no
500159,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no
500160,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,no
500161,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no
500162,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no
500163,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0,unknown,no
500164,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown,no
500165,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown,no
500166,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no
500167,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no
500168,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0,unknown,no
500169,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes
500170,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no
500171,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown,no
500172,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,no
500173,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown,no
500174,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
500175,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
500176,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown,no
500177,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0,unknown,no
500178,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,no
500179,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
500180,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0,unknown,no
500181,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
500182,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,no
500183,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no
500184,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0,unknown,no
500185,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
500186,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no
500187,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
500188,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown,no
500189,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no
500190,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
500191,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no
500192,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,no
500193,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
500194,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0,unknown,no
500195,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
500196,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown,no
500197,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown,no
500198,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0,unknown,no
500199,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,no
500200,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no
500201,47,admin.,married,secondary,no,219,yes,no,unknown,5,may,577,1,-1,0,unknown,no
500202,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,-1,0,unknown,no
500203,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,no
500204,35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,-1,0,unknown,no
500205,35,services,married,secondary,no,0,yes,no,unknown,5,may,471,1,-1,0,unknown,no
500206,50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
500207,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
500208,41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,-1,0,unknown,no
500209,39,services,single,unknown,no,257,yes,no,unknown,5,may,408,1,-1,0,unknown,no
500210,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,-1,0,unknown,no
500211,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,no
500212,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,no
500213,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown,no
500214,36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,-1,0,unknown,no
500215,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
500216,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,-1,0,unknown,no
500217,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,no
500218,53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,-1,0,unknown,no
500219,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
500220,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
500221,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
500222,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,-1,0,unknown,no
500223,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,-1,0,unknown,no
500224,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no
500225,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
500226,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
500227,58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,-1,0,unknown,no
500228,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
500229,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
500230,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,-1,0,unknown,no
500231,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
500232,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
500233,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
500234,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown,no
500235,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
500236,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
500237,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no
500238,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,-1,0,unknown,no
500239,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no
500240,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
500241,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
500242,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no
500243,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no
500244,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
500245,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
500246,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,-1,0,unknown,no
500247,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no
500248,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
500249,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no
500250,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
500251,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no
500252,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
500253,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
500254,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
500255,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
500256,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,-1,0,unknown,no
500257,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no
500258,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,no
500259,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
500260,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
500261,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
500262,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
500263,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,-1,0,unknown,no
500264,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
500265,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no
500266,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no
500267,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no
500268,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no
500269,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
500270,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no
500271,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
500272,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
500273,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no
500274,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no
500275,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,-1,0,unknown,no
500276,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no
500277,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
500278,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no
500279,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,-1,0,unknown,no
500280,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
500281,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,-1,0,unknown,no
500282,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,55,2,-1,0,unknown,no
500283,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,-1,0,unknown,no
500284,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no
500285,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,no
500286,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no
500287,47,admin.,married,secondary,no,368,yes,no,unknown,5,may,125,2,-1,0,unknown,no
500288,50,technician,single,tertiary,no,339,yes,no,unknown,5,may,2,3,-1,0,unknown,no
500289,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,no
500290,40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,-1,0,unknown,no
500291,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,-1,0,unknown,no
500292,54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,-1,0,unknown,no
